#            1 - s            2 - Rx            3 - Ry            4 - Rz            5 - Px            6 - Py            7 - Pz           8 - Efx           9 - Efy          10 - Efz          11 - Bfx          12 - Bfy          13 - Bfz         14 - Ekin            15 - t
        0.38729171                 0                 0        0.38729171                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0030612728        0.75023665           1.47025	SOL1, COL, 
        0.39003256                 0                 0        0.39003256                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0028555611        0.75023665           1.48025	SOL1, COL, 
         0.3927734                 0                 0         0.3927734                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0026641267        0.75023665           1.49025	SOL1, COL, 
        0.39551424                 0                 0        0.39551424                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0024858706        0.75023665           1.50025	SOL1, COL, 
        0.39825509                 0                 0        0.39825509                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0023197474        0.75023665           1.51025	SOL1, COL, 
        0.40099593                 0                 0        0.40099593                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0021648169        0.75023665           1.52025	SOL1, COL, 
        0.40373677                 0                 0        0.40373677                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0020202157        0.75023665           1.53025	SOL1, COL, 
        0.40647762                 0                 0        0.40647762                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0018851453        0.75023665           1.54025	SOL1, COL, 
        0.40921846                 0                 0        0.40921846                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0017588815        0.75023665           1.55025	SOL1, COL, 
         0.4119593                 0                 0         0.4119593                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0016407354        0.75023665           1.56025	SOL1, COL, 
        0.41470015                 0                 0        0.41470015                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0015300776        0.75023665           1.57025	SOL1, COL, 
        0.41744099                 0                 0        0.41744099                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0014263094        0.75023665           1.58025	SOL1, COL, 
